id	region_id	name	short_name	slug	group_id	province_id	group_slug	latitude	longitude
21868|	21567|	San Pedro De La Paz|	San Pedro De La Paz|	san-pedro-de-la-paz|	152|	21591|	capital|	NULL|	NULL|
21869|	21567|	Santa Juana|	Santa Juana|	santa-juana|	152|	21591|	capital|	NULL|	NULL|
21870|	21567|	Talcahuano|	Talcahuano|	talcahuano|	152|	21591|	capital|	NULL|	NULL|
21871|	21567|	Tomé|	Tomé|	tome|	152|	21591|	capital|	NULL|	NULL|
21872|	21567|	Bulnes|	Bulnes|	bulnes|	152|	21604|	capital|	NULL|	NULL|
21873|	21567|	Chillán|	Chillán|	chillan|	152|	21604|	capital|	NULL|	NULL|
21874|	21567|	Chillán Viejo|	Chillán Viejo|	chillan-viejo|	152|	21604|	capital|	NULL|	NULL|
21875|	21567|	Coelemu|	Coelemu|	coelemu|	152|	21604|	capital|	NULL|	NULL|
21876|	21567|	Coihueco|	Coihueco|	coihueco|	152|	21604|	capital|	NULL|	NULL|
21877|	21567|	Quillón|	Quillón|	quillon|	152|	21604|	capital|	NULL|	NULL|
21878|	21567|	Quirihue|	Quirihue|	quirihue|	152|	21604|	capital|	NULL|	NULL|
21879|	21567|	San Carlos|	San Carlos|	san-carlos|	152|	21604|	capital|	NULL|	NULL|
21880|	21567|	Yungay|	Yungay|	yungay|	152|	21604|	capital|	NULL|	NULL|
21881|	21463|	Andacollo|	Andacollo|	andacollo|	152|	21469|	capital|	NULL|	NULL|
21882|	21463|	Illapel|	Illapel|	illapel|	152|	21464|	capital|	NULL|	NULL|
21883|	21463|	Los Vilos|	Los Vilos|	los-vilos|	152|	21464|	capital|	NULL|	NULL|
21884|	21463|	Combarbalá|	Combarbalá|	combarbala|	152|	21476|	capital|	NULL|	NULL|
21885|	21463|	Coquimbo|	Coquimbo|	coquimbo|	152|	21469|	capital|	NULL|	NULL|
21886|	21463|	La Serena|	La Serena|	la-serena|	152|	21469|	capital|	-29.903|	-71.2514|
21887|	21463|	Vicuña|	Vicuña|	vicuna|	152|	21469|	capital|	NULL|	NULL|
21888|	21463|	Ovalle|	Ovalle|	ovalle|	152|	21476|	capital|	NULL|	NULL|
21889|	21463|	Monte Patria|	Monte Patria|	monte-patria|	152|	21476|	capital|	NULL|	NULL|
